기준일자,표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
20220501,KR7323990002,A323990,박셀바이오,박셀바이오,Vaxcell-Bio Therapeutics,20200922,KOSDAQ,주권,기술성장기업부,보통주,500,15223000
20220501,KR7003610003,A003610,방림보통주,방림,Pangrim,19890530,KOSPI,주권,\N,보통주,500,42314090
20220501,KR7267790004,A267790,배럴,배럴,"BARREL Co., Ltd.",20180201,KOSDAQ,주권,중견기업부,보통주,500,7885500
20220501,KR7001340009,A001340,백광산업보통주,백광산업,PaikkwangIndustrial,19760610,KOSPI,주권,\N,보통주,500,44918407
20220501,KR7046310009,A046310,백금티앤에이,백금T&A,BG T&A Co.,20020205,KOSDAQ,주권,중견기업부,보통주,500,16418641
20220501,KR7035150002,A035150,백산보통주,백산,Baiksan,19990811,KOSPI,주권,\N,보통주,500,24305000
20220501,KR7066410002,A066410,버킷스튜디오,버킷스튜디오,"BUCKET STUDIO Co.,Ltd.",20031219,KOSDAQ,주권,중견기업부,보통주,500,63035114
20220501,KR7002410009,A002410,범양건영보통주,범양건영,BUMYANG CONSTRUCTION,19880525,KOSPI,주권,\N,보통주,1000,24831982
20220501,KR7206400004,A206400,베노홀딩스,베노홀딩스,"Benoholdings, lnc.",20141210,KOSDAQ,주권,중견기업부,보통주,500,28715949
20220501,KR7019010008,A019010,베뉴지,베뉴지,"VenueG Co.,Ltd.",19931105,KOSDAQ,주권,중견기업부,보통주,500,48200000
20220501,KR7322190000,A322190,베른,베른,VERNE,20201229,KONEX,주권,일반기업부,보통주,100,8925197
20220501,KR7177350006,A177350,베셀,베셀,"Vessel Co., Ltd",20150619,KOSDAQ,주권,중견기업부,보통주,500,11821884
20220501,KR7299910000,A299910,베스파,베스파,Vespa Inc.,20181203,KOSDAQ,주권,관리종목(소속부없음),보통주,500,8206916
20220501,KR7007210008,A007210,벽산보통주,벽산,Byuksan,19720104,KOSPI,주권,\N,보통주,500,68560000
20220501,KR7225530005,A225530,보광산업,보광산업,"BoKwang Industry Co.,Ltd",20151217,KOSDAQ,주권,벤처기업부,보통주,500,36338727
20220501,KR7250000007,A250000,보라티알,보라티알,"BORATR CO., Ltd.",20170608,KOSDAQ,주권,중견기업부,보통주,500,6750733
20220501,KR7002760007,A002760,보락보통주,보락,Bolak,19891130,KOSPI,주권,\N,보통주,200,59900000
20220501,KR7003850005,A003850,보령보통주,보령,Boryung,19881024,KOSPI,주권,\N,보통주,500,68690000
20220501,KR7006910004,A006910,보성파워텍,보성파워텍,"BOSUNG POWER TECHNOLOGY CO., LTD.",19940907,KOSDAQ,주권,중견기업부,보통주,500,49129824
20220501,KR7000890004,A000890,보해양조보통주,보해양조,BohaeBrewery,19880923,KOSPI,주권,\N,보통주,500,138751579
20220501,KR7226340008,A226340,본느,본느,"Bonne Co., Ltd.",20151105,KOSDAQ,주권,중견기업부,보통주,100,30699596
20220501,KR7206950008,A206950,볼빅,볼빅,Volvik,20151230,KONEX,주권,일반기업부,보통주,500,4183333
20220501,KR7008470007,A008470,부-스타,부스타,"BOOSTER CO., LTD",20110223,KOSDAQ,주권,우량기업부,보통주,500,8404800
20220501,KR7003000007,A003000,부광약품보통주,부광약품,BukwangPharmaceutical,19880805,KOSPI,주권,\N,보통주,500,71063049
20220501,KR7001271006,A001275,부국증권1우선주,부국증권우,BookookSecurities(1P),19891110,KOSPI,주권,\N,구형우선주,5000,3000000
20220501,KR7001270008,A001270,부국증권보통주,부국증권,BookookSecurities,19880719,KOSPI,주권,\N,보통주,5000,10369886
20220501,KR7026940007,A026940,부국철강 보통주,부국철강,Bookook Steel,20081014,KOSPI,주권,\N,보통주,500,20000000
20220501,KR7014470009,A014470,부방,부방,"Bubang Co., Ltd.",19940225,KOSDAQ,주권,중견기업부,보통주,500,60052260
20220501,KR7011390002,A011390,부산산업보통주,부산산업,BusanIndustrial,19900914,KOSPI,주권,\N,보통주,5000,1056000
20220501,KR7005030002,A005030,부산주공보통주,부산주공,PusanCastIron,19751226,KOSPI,주권,\N,보통주,500,65973604
20220501,KR7338220007,A338220,뷰노,뷰노,"VUNO, Inc.",20210226,KOSDAQ,주권,기술성장기업부,보통주,100,11332656
20220501,KR7100120005,A100120,뷰웍스,뷰웍스,"Vieworks Co., Ltd.",20090410,KOSDAQ,주권,우량기업부,보통주,500,10001865
20220501,KR7337930002,A337930,브랜드엑스코퍼레이션,브랜드엑스코퍼레이션,"Brand X Co., Ltd.",20200813,KOSDAQ,주권,우량기업부,보통주,500,29572416
20220501,KR7099390007,A099390,브레인즈컴퍼니,브레인즈컴퍼니,"Brainzcompany Co., Ltd.",20210819,KOSDAQ,주권,벤처기업부,보통주,500,4123796
20220501,KR7064480007,A064480,브리지텍,브리지텍,BRIDGETEC Corp.,20080604,KOSDAQ,주권,벤처기업부,보통주,500,11952500
20220501,KR7288330004,A288330,브릿지바이오테라퓨틱스,브릿지바이오테라퓨틱스,"BRIDGE BIOTHERAPEUTICS, INC.",20191220,KOSDAQ,주권,기술성장기업부,보통주,500,19806425
20220501,KR7365900000,A365900,브이씨,브이씨,VC Inc.,20220224,KOSDAQ,주권,벤처기업부,보통주,500,7310300
20220501,KR7251630000,A251630,브이원텍,브이원텍,"V-ONE TECH CO., LTD.",20170713,KOSDAQ,주권,중견기업부,보통주,500,15050580
20220501,KR7018290007,A018290,브이티지엠피,브이티지엠피,"VT GMP Co.,Ltd.",19940907,KOSDAQ,주권,우량기업부,보통주,500,34483893
20220501,KR7044480002,A044480,블루베리엔에프티,블루베리 NFT,Blueberry NFT,20010111,KOSDAQ,주권,중견기업부,보통주,500,32343981
20220501,KR7033560004,A033560,블루콤,블루콤,"BLUECOM CO.,LTD.",20110126,KOSDAQ,주권,벤처기업부,보통주,500,17100000
20220501,KR7191600006,A191600,블루탑,블루탑,BLUETOP,20160805,KONEX,주권,일반기업부,보통주,500,2850000
20220501,KR7369370002,A369370,블리츠웨이,블리츠웨이,Blitzway,20201223,KOSDAQ,주권,벤처기업부,보통주,100,39219171
20220501,KR7126340009,A126340,비나텍,비나텍,"VINA TECH CO.,LTD.",20200923,KOSDAQ,주권,벤처기업부,보통주,500,5468262
20220501,KR7121800007,A121800,비덴트,비덴트,"Vidente Co., Ltd.",20111201,KOSDAQ,주권,벤처기업부,보통주,500,51320997
20220501,KR7148140007,A148140,비디아이,비디아이,"BDI Co., LTD.",20171109,KOSDAQ,주권,관리종목(소속부없음),보통주,500,43208667
20220501,KR7082800004,A082800,비보존 헬스케어,비보존 헬스케어,"Vivozon Healthcare, Inc",20051118,KOSDAQ,주권,중견기업부,보통주,500,234042627
20220501,KR7318410008,A318410,비비씨,비비씨,"Best Bristle Company CO., Ltd.",20200921,KOSDAQ,주권,중견기업부,보통주,500,5555243
20220501,KR7002070001,A002070,비비안보통주,비비안,VIVIEN CORPORATION,19760713,KOSPI,주권,\N,보통주,500,29793990
20220501,KR7100220003,A100220,비상교육 보통주,비상교육,VISANG EDUCATION INC,20080630,KOSPI,주권,\N,보통주,500,12996741
20220501,KR7146320007,A146320,비씨엔씨,비씨엔씨,"BCnC Co., Ltd.",20220303,KOSDAQ,주권,벤처기업부,보통주,500,12367923
20220501,KR7200780005,A200780,비씨월드제약,비씨월드제약,"BCWORLDPHARM Co., Ltd.",20141215,KOSDAQ,주권,우량기업부,보통주,200,8892384
20220501,KR7141000000,A141000,비아트론,비아트론,"Viatron Technologies, Inc.",20120504,KOSDAQ,주권,우량기업부,보통주,500,12114710
20220501,KR7090460007,A090460,비에이치,비에이치,"BH Co., Ltd.",20070126,KOSDAQ,주권,우량기업부,보통주,500,33927456
20220501,KR7083650002,A083650,비에이치아이,비에이치아이,"BHI Co., LTD.",20051202,KOSDAQ,주권,중견기업부,보통주,500,26000000
20220501,KR7215050006,A215050,비엔디생활건강,비엔디생활건강,"B&D Life Health CO.,LTD.",20150330,KONEX,주권,일반기업부,보통주,100,2121666
20220501,KR7032790008,A032790,비엔지티,BNGT,BNGT,19970626,KOSDAQ,주권,관리종목(소속부없음),보통주,500,29534345
20220501,KR7142760008,A142760,비엘,비엘,BL Corporation,20160707,KOSDAQ,주권,기술성장기업부,보통주,500,31448597
20220501,KR7065170003,A065170,비엘팜텍,비엘팜텍,BL Pharmtech,20021119,KOSDAQ,주권,중견기업부,보통주,500,88970559
20220501,KR7086220001,A086220,비엘헬스케어,비엘헬스케어,BL Healthcare,20150709,KONEX,주권,일반기업부,보통주,500,10573865
20220501,KR7086670007,A086670,비엠티,비엠티,"BMT Co.,Ltd.",20071102,KOSDAQ,주권,우량기업부,보통주,500,8146529
20220501,KR7335890000,A335890,비올,비올,"VIOL Co., Ltd.",20191203,KOSDAQ,주권,벤처기업부,보통주,100,57223739
20220501,KR7138580006,A138580,비즈니스온커뮤니케이션,비즈니스온,"BusinessOn Communication Co., Ltd",20171130,KOSDAQ,주권,벤처기업부,보통주,500,22556163
20220501,KR7082920000,A082920,비츠로셀,비츠로셀,"VITZROCELL Co., Ltd.",20091028,KOSDAQ,주권,우량기업부,보통주,500,21539152
20220501,KR7054220009,A054220,비츠로시스,비츠로시스,"VitzroSys., Co. LTD",20011226,KOSDAQ,주권,관리종목(소속부없음),보통주,500,25160874
20220501,KR7042370007,A042370,비츠로테크,비츠로테크,"Vitzro Tech Co., LTD.",20000803,KOSDAQ,주권,우량기업부,보통주,500,26200025
20220501,KR7030790000,A030790,비케이탑스보통주,비케이탑스,BK TOPS,20101102,KOSPI,주권,\N,보통주,500,16960390
20220501,KR7050090000,A050090,비케이홀딩스,비케이홀딩스,BK Holdings,20040629,KOSDAQ,주권,중견기업부,보통주,500,79138942
20220501,KR7307870006,A307870,비투엔,비투엔,B2En,20181212,KOSDAQ,주권,벤처기업부,보통주,100,30181200
20220501,KR7357880004,A357880,비트나인,비트나인,"Bitnine Co, Ltd.",20211110,KOSDAQ,주권,기술성장기업부,보통주,500,10353956
20220501,KR7032850000,A032850,비트컴퓨터,비트컴퓨터,BITComputer,19970704,KOSDAQ,주권,벤처기업부,보통주,500,16623293
20220501,KR7148780000,A148780,비플라이소프트,비플라이소프트,BFLYSOFT,20161116,KONEX,주권,일반기업부,보통주,500,5249318
20220501,KR7238200000,A238200,비피도,비피도,BIFIDO. Co. Ltd,20181226,KOSDAQ,주권,기술성장기업부,보통주,500,8180000
20220501,KR7093190007,A093190,빅솔론,빅솔론,"BIXOLON Co., Ltd",20070820,KOSDAQ,주권,우량기업부,보통주,500,19238905
20220501,KR7065450009,A065450,빅텍,빅텍,"VICTEK. Co., Ltd.",20030205,KOSDAQ,주권,벤처기업부,보통주,200,28652800
20220501,KR7210120002,A210120,빅토리콘텐츠,빅텐츠,"Victory Contents Co.,Ltd.",20141216,KONEX,주권,일반기업부,보통주,500,2653000
20220501,KR7005180005,A005180,빙그레보통주,빙그레,Binggrae,19780831,KOSPI,주권,\N,보통주,5000,9851241
20220501,KR7072950009,A072950,빛샘전자,빛샘전자,"VISSEM Electronics Co., Ltd.",20120321,KOSDAQ,주권,벤처기업부,보통주,500,6230859
20220501,KR7266170000,A266170,뿌리깊은나무들,뿌리깊은나무들,Redwoods,20170609,KONEX,주권,일반기업부,보통주,500,5823036
20220501,KR7143240000,A143240,사람인에이치알,사람인에이치알,"SaraminHR Co., Ltd",20120221,KOSDAQ,주권,우량기업부,보통주,500,11659263
20220501,KR7003960002,A003960,사조대림보통주,사조대림,SAJODAERIM,19760916,KOSPI,주권,\N,보통주,5000,9164467
20220501,KR7008040008,A008040,사조동아원보통주,사조동아원,SAJODONGAONE,19890624,KOSPI,주권,\N,보통주,500,141144600
20220501,KR7007160005,A007160,사조산업보통주,사조산업,SajoIndustries,19890725,KOSPI,주권,\N,보통주,5000,5000000
20220501,KR7014710008,A014710,사조씨푸드보통주,사조씨푸드,SAJOSEAFOOD,20120629,KOSPI,주권,\N,보통주,1000,17218543
20220501,KR7006090005,A006090,사조오양보통주,사조오양,OYANG,19861224,KOSPI,주권,\N,보통주,5000,9422739
20220501,KR7100090000,A100090,삼강엠앤티,삼강엠앤티,"SAMKANG M&T Co., Ltd",20080801,KOSDAQ,주권,중견기업부,보통주,500,37076672
20220501,KR7122350002,A122350,삼기,삼기,SAMKEE CORP.,20100319,KOSDAQ,주권,중견기업부,보통주,100,38339428
20220501,KR7014970008,A014970,삼륭물산,삼륭물산,Samryoong,19921229,KOSDAQ,주권,중견기업부,보통주,500,15125000
20220501,KR7018310003,A018310,삼목에스폼,삼목에스폼,"SAMMOK S-FORM CO.,LTD.",19960503,KOSDAQ,주권,우량기업부,보통주,500,14700000
20220501,KR7053700001,A053700,삼보모터스,삼보모터스,"SAMBO MOTORS CO., LTD.",20011106,KOSDAQ,주권,중견기업부,보통주,500,18823896
20220501,KR7009620006,A009620,삼보산업,삼보산업,"SAMBO Industrial Co., Ltd.",19931207,KOSDAQ,주권,중견기업부,보통주,100,45255561
20220501,KR7023600000,A023600,삼보판지,삼보판지,"SAMBO CORRUGATED BOARD CO., LTD.",19960529,KOSDAQ,주권,우량기업부,보통주,500,16170000
20220501,KR7001470004,A001470,삼부토건보통주,삼부토건,SambuEngineering&Construction,19760626,KOSPI,주권,\N,보통주,1000,183673375
20220501,KR7006401004,A006405,삼성SDI1우선주,삼성SDI우,SAMSUNG SDI(1P),19891124,KOSPI,주권,\N,구형우선주,5000,1617896
20220501,KR7006400006,A006400,삼성SDI보통주,삼성SDI,"SAMSUNG SDI CO.,LTD.",19790227,KOSPI,주권,\N,보통주,5000,68764530
20220501,KR7006660005,A006660,삼성공조보통주,삼성공조,"SamsungClimateControlCo.,Ltd",19871128,KOSPI,주권,\N,보통주,500,8126314
20220501,KR7377630009,A377630,삼성기업인수목적4호,삼성스팩4호,SAMSUNG SPECIAL PURPOSE ACQUISITION 4 COMPANY,20210521,KOSDAQ,주권,SPAC(소속부없음),보통주,100,4020000
20220501,KR7380320002,A380320,삼성머스트기업인수목적5호,삼성머스트스팩5호,SAMSUNG MUST SPECIAL PURPOSE ACQUISITION 5 COMPANY,20210617,KOSDAQ,주권,SPAC(소속부없음),보통주,100,4810000
20220501,KR702826K016,A02826K,삼성물산1우선주(신형),삼성물산우B,SAMSUNG C&T CORPORATION(1PB),20150915,KOSPI,주권,\N,종류주권,100,1627425
20220501,KR7028260008,A028260,삼성물산보통주,삼성물산,SAMSUNG C&T CORPORATION,20141218,KOSPI,주권,\N,보통주,100,186887081
20220501,KR7207940008,A207940,삼성바이오로직스보통주,삼성바이오로직스,SAMSUNG BIOLOGICS,20161110,KOSPI,주권,\N,보통주,2500,71174000
20220501,KR7032830002,A032830,삼성생명보험보통주,삼성생명,Samsung Life Insurance,20100512,KOSPI,주권,\N,보통주,500,200000000
20220501,KR7018260000,A018260,삼성에스디에스보통주,삼성에스디에스,"SAMSUNG SDS CO., LTD.",20141114,KOSPI,주권,\N,보통주,500,77377800
20220501,KR7028050003,A028050,삼성엔지니어링보통주,삼성엔지니어링,SamsungEngineering,19961224,KOSPI,주권,\N,보통주,5000,196000000
20220501,KR7009151002,A009155,삼성전기1우선주,삼성전기우,SamsungElectroMechanics(1P),19891010,KOSPI,주권,\N,구형우선주,5000,2906984
20220501,KR7009150004,A009150,삼성전기보통주,삼성전기,SamsungElectroMechanics,19790227,KOSPI,주권,\N,보통주,5000,74693696
20220501,KR7005931001,A005935,삼성전자1우선주,삼성전자우,SamsungElectronics(1P),19890925,KOSPI,주권,\N,구형우선주,100,822886700
20220501,KR7005930003,A005930,삼성전자보통주,삼성전자,SamsungElectronics,19750611,KOSPI,주권,\N,보통주,100,5969782550
20220501,KR7001360007,A001360,삼성제약,삼성제약,SAMSUNG PHARMACEUTICAL,19750704,KOSPI,주권,\N,보통주,500,67162079
20220501,KR7010141000,A010145,삼성중공업1우선주,삼성중공우,SamsungHeavyIndustries(1P),19941122,KOSPI,주권,\N,구형우선주,1000,114845
20220501,KR7010140002,A010140,삼성중공업보통주,삼성중공업,SamsungHeavyIndustries,19940128,KOSPI,주권,\N,보통주,1000,880000000
20220501,KR7016360000,A016360,삼성증권보통주,삼성증권,SamsungSecurities,19880328,KOSPI,주권,\N,보통주,5000,89300000
20220501,KR7068290006,A068290,삼성출판사보통주,삼성출판사,SAMSUNG PUBLISHING,20020805,KOSPI,주권,\N,보통주,500,10000000
20220501,KR7029780004,A029780,삼성카드 보통주,삼성카드,"SAMSUNG CARD CO., LTD.",20070627,KOSPI,주권,\N,보통주,5000,115858891
20220501,KR7000811000,A000815,삼성화재해상보험1우선주,삼성화재우,SamsungFire&MarineInsurance(1P),19900410,KOSPI,주권,\N,구형우선주,500,3192000
20220501,KR7000810002,A000810,삼성화재해상보험보통주,삼성화재,SamsungFire&MarineInsurance,19750630,KOSPI,주권,\N,보통주,500,47374837
20220501,KR7006110001,A006110,삼아알미늄보통주,삼아알미늄,SamaAluminium,19801205,KOSPI,주권,\N,보통주,500,11000000
20220501,KR7009300005,A009300,삼아제약,삼아제약,Sam-A Pharm. Co. Ltd,20000719,KOSDAQ,주권,우량기업부,보통주,1000,6370000
20220501,KR7145991006,A145995,삼양사1우선주,삼양사우,Samyang Corporation(1P),20111205,KOSPI,주권,\N,구형우선주,5000,370070
20220501,KR7145990008,A145990,삼양사보통주,삼양사,Samyang Corporation,20111205,KOSPI,주권,\N,보통주,5000,10313449
20220501,KR7003230000,A003230,삼양식품보통주,삼양식품,SamyangFoods,19750630,KOSPI,주권,\N,보통주,5000,7533015
20220501,KR7225190008,A225190,삼양옵틱스,삼양옵틱스,"SAMYANG OPTICS CO., LTD",20170602,KOSDAQ,주권,중견기업부,보통주,500,10119900
20220501,KR7002170009,A002170,삼양통상보통주,삼양통상,SamyangTongsang,19891110,KOSPI,주권,\N,보통주,5000,3000000
20220501,KR7272550005,A272550,삼양패키징보통주,삼양패키징,SAMYANG PACKAGING,20171129,KOSPI,주권,\N,보통주,5000,15788671
20220501,KR7000071001,A000075,삼양홀딩스1우선주,삼양홀딩스우,SAMYANGHOLDINGS(1P),19920221,KOSPI,주권,\N,구형우선주,5000,304058
20220501,KR7000070003,A000070,삼양홀딩스보통주,삼양홀딩스,SAMYANGHOLDINGS,19681227,KOSPI,주권,\N,보통주,5000,8564271
20220501,KR7060310000,A060310,삼에스코리아,3S,"3S KOREA CO., LTD",20020423,KOSDAQ,주권,중견기업부,보통주,500,46271513
20220501,KR7002810000,A002810,삼영무역보통주,삼영무역,SamyungTrading,19880328,KOSPI,주권,\N,보통주,500,18466948
20220501,KR7361670003,A361670,삼영에스앤씨,삼영에스앤씨,"SAMYOUNG S&C CO., LTD.",20210521,KOSDAQ,주권,기술성장기업부,보통주,500,5667658
20220501,KR7054540000,A054540,삼영엠텍,삼영엠텍,SAMYOUNG M-TEK CO. LTD.,20011115,KOSDAQ,주권,우량기업부,보통주,500,13000000
20220501,KR7065570004,A065570,삼영이엔씨,삼영이엔씨,"Samyung ENC Co., Ltd.",20030121,KOSDAQ,주권,벤처기업부,보통주,500,10794010
20220501,KR7005680004,A005680,삼영전자공업보통주,삼영전자,SamyoungElectronics,19761228,KOSPI,주권,\N,보통주,500,20000000
20220501,KR7003720000,A003720,삼영화학공업보통주,삼영화학,SamyoungChemical,19760630,KOSPI,주권,\N,보통주,500,34000000
20220501,KR7023000003,A023000,삼원강재 보통주,삼원강재,"SAMWONSTEEL Co., Ltd.",20110722,KOSPI,주권,\N,보통주,500,40000000
20220501,KR7004380002,A004380,삼익THK보통주,삼익THK,SAMICK THK,19890926,KOSPI,주권,\N,보통주,500,21000000
20220501,KR7002450005,A002450,삼익악기보통주,삼익악기,SamickMusicalInstruments,19880930,KOSPI,주권,\N,보통주,500,90530915
20220501,KR7032280000,A032280,삼일,삼일,SamIl,19970315,KOSDAQ,주권,중견기업부,보통주,1000,16213590
20220501,KR7002290005,A002290,삼일기업공사,삼일기업공사,"SAMIL ENTERPRISE CO., LTD.",19921130,KOSDAQ,주권,중견기업부,보통주,500,12400000
20220501,KR7004440004,A004440,삼일씨엔에스보통주,삼일씨엔에스,SAMIL C&S,20160330,KOSPI,주권,\N,보통주,1000,12731947
20220501,KR7000520007,A000520,삼일제약보통주,삼일제약,SamilPharmaceutical,19850529,KOSPI,주권,\N,보통주,500,13701645
20220501,KR7009770009,A009770,삼정펄프 보통주,삼정펄프,"SAM JUNG PULP CO,.LTD.",20061017,KOSPI,주권,\N,보통주,5000,2499971
20220501,KR7037460003,A037460,삼지전자,삼지전자,"SAMJI ELECTRONICS CO., LTD.",19991216,KOSDAQ,주권,우량기업부,보통주,500,16318522
20220501,KR7032750002,A032750,삼진,삼진,Samjin,19970714,KOSDAQ,주권,우량기업부,보통주,500,7200000
20220501,KR7054090006,A054090,삼진엘앤디,삼진엘앤디,SAMJIN LND COMPANY LIMITED,20040206,KOSDAQ,주권,중견기업부,보통주,500,24959232
20220501,KR7005500004,A005500,삼진제약보통주,삼진제약,SamjinPharmaceutical,19880618,KOSPI,주권,\N,보통주,1000,13900000
20220501,KR7000250001,A000250,삼천당제약,삼천당제약,SAM CHUN DANG PHARM CO. LTD,20001004,KOSDAQ,주권,우량기업부,보통주,500,22768041
20220501,KR7004690004,A004690,삼천리보통주,삼천리,Samchully,19761223,KOSPI,주권,\N,보통주,5000,4055025
20220501,KR7024950008,A024950,삼천리자전거,삼천리자전거,"SAMCHULY BICYCLE CO., LTD",19950104,KOSDAQ,주권,중견기업부,보통주,500,13273577
20220501,KR7038500005,A038500,삼표시멘트,삼표시멘트,"SAMPYO Cement Co., Ltd.",20010201,KOSDAQ,주권,우량기업부,보통주,500,107916306
20220501,KR7017480005,A017480,삼현철강,삼현철강,"SAMHYUN STEEL Co., Ltd",20010109,KOSDAQ,주권,우량기업부,보통주,500,15702890
20220501,KR7010960003,A010960,삼호개발 보통주,삼호개발,"Samho Development Co., Ltd.",20050512,KOSPI,주권,\N,보통주,500,25000000
20220501,KR7046390001,A046390,삼화네트웍스,삼화네트웍스,"SAMHWA NETWORKS Co.,Ltd.",20010111,KOSDAQ,주권,중견기업부,보통주,200,43172933
20220501,KR7004450003,A004450,삼화왕관보통주,삼화왕관,SamhwaCrown&Closure,19760528,KOSPI,주권,\N,보통주,5000,2154379
20220501,KR7009470006,A009470,삼화전기보통주,삼화전기,SamwhaElectric,19861124,KOSPI,주권,\N,보통주,1000,6613820
20220501,KR7011230000,A011230,삼화전자공업보통주,삼화전자,SamwhaElectronics,19870525,KOSPI,주권,\N,보통주,1000,10457940
20220501,KR7001820000,A001820,삼화콘덴서공업보통주,삼화콘덴서,SamwhaCapacitor,19760626,KOSPI,주권,\N,보통주,1000,10395000
20220501,KR7000390005,A000390,삼화페인트공업보통주,삼화페인트,SamhwaPaintIndustrial,19930910,KOSPI,주권,\N,보통주,500,27203469
20220501,KR7027580000,A027580,상보,상보,"SANG BO Co.,Ltd",20071001,KOSDAQ,주권,중견기업부,보통주,500,59181279
20220501,KR7038540001,A038540,상상인,상상인,"Sangsangin Co., Ltd.",20000818,KOSDAQ,주권,우량기업부,보통주,1000,55328313
20220501,KR7101000008,A101000,상상인인더스트리,상상인인더스트리,"Sangsangin Industry Co., Ltd.",20091106,KOSDAQ,주권,중견기업부,보통주,500,71750792
20220501,KR7415580000,A415580,상상인제3호기업인수목적,상상인제3호스팩,Sangsangin No.3 Special Purpose Acquisition Company,20220429,KOSDAQ,주권,SPAC(소속부없음),보통주,100,5310000
20220501,KR7001290006,A001290,상상인증권보통주,상상인증권,SANGSANGININVESTMENT&SECURITIES,19880923,KOSPI,주권,\N,보통주,1000,107456063
20220501,KR7041650003,A041650,상신브레이크보통주,상신브레이크,SANGSINBRAKE,20041027,KOSPI,주권,\N,보통주,500,21471450
20220501,KR7091580001,A091580,상신이디피,상신이디피,"SANGSIN ENERGY DISPLAY PRECISION CO.,LTD",20070523,KOSDAQ,주권,우량기업부,보통주,500,13544698
20220501,KR7263810004,A263810,상신전자,상신전자,"Sangshin Electronics Co.,Ltd.",20171016,KOSDAQ,주권,중견기업부,보통주,500,14244718
20220501,KR7089980007,A089980,상아프론테크,상아프론테크,"SANG-A FRONTEC CO., LTD.",20110721,KOSDAQ,주권,우량기업부,보통주,500,15989037
20220501,KR7042940007,A042940,상지카일룸,상지카일룸,"Sangji Caelum, Inc.",20001019,KOSDAQ,주권,중견기업부,보통주,500,92522978
20220501,KR7042600007,A042600,새로닉스,새로닉스,"SERONICS. CO., LTD.",20021001,KOSDAQ,주권,중견기업부,보통주,500,12423574
20220501,KR7075180000,A075180,새론오토모티브,새론오토모티브,SaeronAutomotiveCorporation,20051021,KOSPI,주권,\N,보통주,500,19200000
20220501,KR7252990007,A252990,샘씨엔에스,샘씨엔에스,"SEMCNS Co., Ltd.",20210520,KOSDAQ,주권,기술성장기업부,보통주,500,50153846
20220501,KR7007540008,A007540,샘표보통주,샘표,SEMPIO,19760629,KOSPI,주권,\N,보통주,1000,2875800
20220501,KR7248170003,A248170,샘표식품보통주,샘표식품,SEMPIO FOODS,20160809,KOSPI,주권,\N,보통주,500,4568286
20220501,KR7294630009,A294630,서남,서남,"SuNAM Co., Ltd.",20200220,KOSDAQ,주권,기술성장기업부,보통주,500,21389160
20220501,KR7038070009,A038070,서린바이오사이언스,서린바이오,"SeouLinBioscience CO., LTD.",20051025,KOSDAQ,주권,우량기업부,보통주,500,8500676
20220501,KR7006730006,A006730,서부티엔디,서부T&D,"Seobu T&D Co.,Ltd",19951006,KOSDAQ,주권,중견기업부,보통주,500,60399705
20220501,KR7079650008,A079650,서산,서산,Seo San Co. Ltd.,20050121,KOSDAQ,주권,중견기업부,보통주,100,20000000
20220501,KR7100660000,A100660,서암기계공업,서암기계공업,"SEOAM MACHINERY INDUSTRY CO., LTD.",20111219,KOSDAQ,주권,중견기업부,보통주,500,12600000
20220501,KR7007860000,A007860,서연보통주,서연,SEOYON,19890909,KOSPI,주권,\N,보통주,500,23479844
20220501,KR7200880003,A200880,서연이화보통주,서연이화,SEOYONEHWA,20140808,KOSPI,주권,\N,보통주,500,27028437
20220501,KR7019770007,A019770,서연탑메탈,서연탑메탈,"SEOYON TOPMETAL CO., LTD.",20110624,KOSDAQ,주권,중견기업부,보통주,500,11650000
20220501,KR7017390006,A017390,서울도시가스보통주,서울가스,SeoulCityGas,19950818,KOSPI,주권,\N,보통주,5000,5000000
20220501,KR7043710003,A043710,서울리거,서울리거,"SEOULEAGUER CO., LTD.",20020711,KOSDAQ,주권,중견기업부,보통주,500,39124309
20220501,KR7092190008,A092190,서울바이오시스,서울바이오시스,"SEOUL VIOSYS CO., LTD.",20200306,KOSDAQ,주권,우량기업부,보통주,500,38223653
20220501,KR7046890000,A046890,서울반도체,서울반도체,"SEOUL SEMICONDUCTOR CO., LTD.",20020117,KOSDAQ,주권,우량기업부,보통주,500,58305400
20220501,KR7004411005,A004415,서울식품공업1우선주,서울식품우,SeoulFoodInd(1P),19890522,KOSPI,주권,\N,구형우선주,100,2224500
20220501,KR7004410007,A004410,서울식품공업보통주,서울식품,SeoulFoodInd,19731228,KOSPI,주권,\N,보통주,100,372316535
20220501,KR7063170005,A063170,서울옥션,서울옥션,Seoul Auction Co. Ltd..,20080701,KOSDAQ,주권,중견기업부,보통주,500,17774267
20220501,KR7027040005,A027040,서울전자통신,서울전자통신,SEOUL ELECTRONICS & TELECOM,19991203,KOSDAQ,주권,중견기업부,보통주,500,69588847
20220501,KR7018680009,A018680,서울제약,서울제약,"SEOUL PHARMA CO., LTD",20000818,KOSDAQ,주권,중견기업부,보통주,500,8524523
20220501,KR7021050000,A021050,서원보통주,서원,Seowon,19960130,KOSPI,주권,\N,보통주,500,47474590
20220501,KR7093920007,A093920,서원인텍,서원인텍,"SEOWONINTECH.CO.,LTD",20071220,KOSDAQ,주권,우량기업부,보통주,500,18600000
